ID_CUST,ID_SMS,DATE,NUM_TEXT
569,2,2023-11-25,46
675,1,2023-12-13,16
856,3,2023-12-11,49
901,2,2023-10-20,25
301,1,2023-12-26,8
87,2,2023-12-16,43
908,3,2023-12-04,27
296,1,2023-10-01,37
527,3,2023-10-14,31
203,1,2023-10-22,27
976,2,2023-10-15,33
530,2,2023-11-04,34
16,3,2023-11-30,32
759,3,2023-12-07,36
873,3,2023-12-02,40
411,1,2023-11-23,50
975,3,2023-11-07,42
227,2,2023-10-24,6
327,1,2023-11-06,40
873,2,2023-11-17,46
332,3,2023-12-22,22
489,1,2023-12-23,44
803,1,2023-11-09,32
777,2,2023-11-08,42
637,1,2023-12-03,47
601,1,2023-12-14,45
694,2,2023-10-23,15
855,1,2023-10-16,38
936,2,2023-11-21,29
527,1,2023-10-14,42
568,1,2023-12-15,23
288,3,2023-12-30,30
907,2,2023-10-03,38
837,2,2023-11-21,19
803,1,2023-10-15,20
307,2,2023-11-17,43
186,3,2023-11-25,45
430,2,2023-10-26,34
741,2,2023-12-02,38
854,1,2023-10-07,20
461,3,2023-12-12,27
441,2,2023-10-18,13
685,3,2023-10-19,41
918,3,2023-10-17,34
432,1,2023-11-24,49
78,2,2023-10-11,5
77,3,2023-11-19,35
774,2,2023-10-08,44
953,1,2023-12-11,26
412,3,2023-10-30,13
297,2,2023-10-02,33
860,2,2023-10-18,22
42,2,2023-10-29,32
591,3,2023-10-18,13
240,3,2023-12-11,22
228,2,2023-10-30,12
243,2,2023-12-01,34
924,1,2023-11-17,40
969,1,2023-12-23,46
914,1,2023-10-27,46
565,2,2023-10-11,43
567,1,2023-11-28,36
489,1,2023-10-04,13
282,3,2023-10-08,40
671,2,2023-11-20,37
326,2,2023-11-11,43
660,3,2023-11-09,37
553,2,2023-12-21,23
528,3,2023-11-07,39
907,2,2023-12-10,43
395,2,2023-11-08,22
177,2,2023-11-02,29
647,3,2023-11-19,17
312,2,2023-12-23,19
875,1,2023-10-24,37
629,3,2023-11-30,43
979,3,2023-10-17,44
298,3,2023-11-01,29
641,1,2023-10-09,47
217,3,2023-11-05,43
76,3,2023-12-01,11
350,3,2023-12-29,31
705,1,2023-11-07,24
917,1,2023-11-08,34
176,2,2023-10-04,8
353,3,2023-11-09,27
740,3,2023-11-24,33
968,2,2023-12-24,30
993,3,2023-10-14,46
542,2,2023-10-22,47
149,1,2023-11-01,11
967,1,2023-12-12,20
669,3,2023-10-25,34
878,1,2023-10-09,49
402,2,2023-11-25,20
44,2,2023-12-29,2
229,2,2023-10-08,17
54,1,2023-10-21,18
139,1,2023-12-15,17
173,2,2023-10-13,18
911,2,2023-11-13,44
754,2,2023-12-06,47
666,3,2023-10-10,36
986,1,2023-10-16,33
406,1,2023-12-23,24
79,2,2023-11-03,42
755,2,2023-11-21,34
753,1,2023-10-09,42
69,3,2023-10-21,32
620,1,2023-10-24,45
863,3,2023-12-10,44
54,3,2023-10-05,25
251,3,2023-11-20,10
13,2,2023-10-28,40
77,2,2023-10-16,47
891,3,2023-11-24,33
1000,3,2023-12-27,0
558,2,2023-12-15,20
985,3,2023-10-13,28
104,2,2023-11-07,4
649,2,2023-11-01,49
913,2,2023-11-01,34
334,1,2023-10-04,36
33,1,2023-11-11,49
738,2,2023-11-14,28
301,2,2023-11-26,45
442,2,2023-10-20,21
4,1,2023-12-01,8
725,1,2023-10-06,27
441,1,2023-12-30,16
453,3,2023-10-29,32
703,2,2023-11-14,48
315,2,2023-11-03,29
243,2,2023-11-08,37
768,2,2023-11-18,38
268,2,2023-10-01,50
266,3,2023-10-15,44
272,2,2023-11-07,19
788,3,2023-11-21,43
46,3,2023-11-13,25
933,1,2023-11-02,46
907,2,2023-11-20,37
404,3,2023-11-03,36
555,1,2023-10-21,12
625,2,2023-12-15,30
843,3,2023-10-27,25
880,2,2023-12-18,30
378,1,2023-12-15,50
572,1,2023-11-17,35
242,2,2023-12-30,15
913,1,2023-10-16,50
247,1,2023-12-04,43
463,3,2023-10-16,21
978,3,2023-10-29,42
5,3,2023-11-23,28
853,1,2023-10-01,45
916,2,2023-10-12,25
827,2,2023-12-25,24
338,3,2023-11-26,39
25,2,2023-11-30,3
987,2,2023-12-15,20
258,3,2023-11-01,35
829,3,2023-11-20,48
516,3,2023-12-14,17
596,3,2023-12-06,49
251,3,2023-10-30,23
158,3,2023-11-27,42
505,2,2023-11-29,25
18,2,2023-12-29,13
525,1,2023-12-08,41
774,2,2023-10-26,47
666,3,2023-10-27,44
320,1,2023-11-03,11
254,1,2023-12-11,36
344,2,2023-10-19,45
988,1,2023-11-28,39
323,2,2023-11-24,49
867,1,2023-11-06,35
511,2,2023-10-08,18
818,2,2023-11-22,47
675,2,2023-11-28,33
238,3,2023-10-10,24
237,3,2023-12-03,12
535,3,2023-12-04,29
316,1,2023-12-16,14
950,3,2023-11-03,38
89,3,2023-11-30,24
38,1,2023-10-28,44
137,1,2023-12-13,11
938,3,2023-11-10,42
426,2,2023-10-01,12
877,1,2023-11-13,23
865,1,2023-11-02,32
36,3,2023-10-13,48
293,1,2023-12-23,22
637,2,2023-10-12,38
82,3,2023-10-03,44
945,2,2023-12-16,33
305,3,2023-10-02,23
954,1,2023-12-21,24
926,1,2023-10-13,32
599,1,2023-10-01,23
34,2,2023-11-26,26
12,2,2023-10-12,45
922,2,2023-10-27,36
168,1,2023-10-10,28
421,2,2023-11-22,12
577,2,2023-10-19,39
457,2,2023-12-09,15
956,1,2023-12-20,25
329,3,2023-10-09,42
667,1,2023-10-23,39
581,1,2023-11-06,50
252,1,2023-12-05,21
126,2,2023-10-28,8
646,1,2023-12-12,49
675,1,2023-10-17,34
702,1,2023-12-21,28
827,1,2023-12-04,34
917,1,2023-12-20,30
803,2,2023-12-12,34
819,3,2023-10-18,24
434,1,2023-12-17,25
372,1,2023-12-03,46
958,2,2023-11-14,41
966,1,2023-11-29,36
742,1,2023-11-30,26
666,1,2023-10-20,29
653,3,2023-12-26,14
731,1,2023-10-11,22
929,3,2023-11-03,44
428,3,2023-10-24,45
363,2,2023-10-11,43
350,3,2023-10-09,37
15,1,2023-10-30,13
17,3,2023-10-25,25
310,1,2023-11-27,27
638,3,2023-12-27,32
29,3,2023-11-01,15
427,3,2023-11-27,24
641,1,2023-11-17,39
769,2,2023-10-22,23
673,2,2023-10-20,33
588,2,2023-10-31,29
29,1,2023-11-05,15
713,1,2023-12-20,35
495,2,2023-11-13,11
937,3,2023-10-28,48
307,2,2023-12-08,15
801,3,2023-12-13,41
777,1,2023-12-12,50
810,2,2023-12-05,30
940,2,2023-12-01,32
807,1,2023-11-26,45
668,2,2023-10-09,26
67,3,2023-12-09,38
742,1,2023-11-02,46
379,1,2023-10-01,49
120,2,2023-12-21,31
220,1,2023-11-11,32
41,2,2023-11-28,17
676,1,2023-11-01,28
639,1,2023-12-28,40
514,1,2023-10-22,49
749,1,2023-11-10,38
609,2,2023-12-24,36
91,1,2023-11-22,10
857,2,2023-11-29,25
51,2,2023-11-28,16
276,1,2023-11-05,15
179,1,2023-11-21,37
284,1,2023-10-09,30
684,3,2023-10-03,44
487,3,2023-11-02,44
922,2,2023-12-17,33
258,3,2023-10-14,18
189,1,2023-10-22,12
914,2,2023-10-20,21
598,2,2023-11-18,17
217,3,2023-12-09,40
202,1,2023-10-09,14
15,1,2023-11-09,40
43,3,2023-10-19,48
613,1,2023-11-10,19
240,2,2023-12-04,48
636,1,2023-10-17,29
390,2,2023-10-01,11
259,3,2023-11-25,8
124,2,2023-12-09,14
503,1,2023-10-15,33
123,2,2023-11-30,40
517,3,2023-12-30,21
766,3,2023-10-24,41
462,1,2023-10-06,17
408,2,2023-12-29,42
49,3,2023-12-27,20
237,1,2023-10-31,50
512,2,2023-12-03,31
799,1,2023-12-29,30
707,2,2023-10-03,37
91,1,2023-12-17,35
242,3,2023-11-07,39
352,3,2023-10-03,32
738,3,2023-12-05,42
925,1,2023-11-18,44
929,2,2023-11-10,43
937,1,2023-11-25,20
861,2,2023-12-02,22
988,3,2023-11-13,42
158,1,2023-12-11,27
746,3,2023-11-18,29
698,3,2023-10-16,30
675,1,2023-11-29,46
792,1,2023-10-10,50
699,1,2023-12-16,29
205,1,2023-12-07,11
462,1,2023-12-15,17
326,3,2023-11-10,27
68,2,2023-10-21,13
231,3,2023-11-22,36
437,1,2023-11-22,48
265,3,2023-11-27,24
903,3,2023-10-16,27
246,2,2023-11-25,16
747,1,2023-12-28,39
551,3,2023-12-03,35
524,1,2023-10-20,24
907,3,2023-12-30,50
571,1,2023-12-24,42
161,2,2023-12-09,30
64,2,2023-10-24,28
786,2,2023-12-27,46
778,2,2023-12-23,46
269,2,2023-10-19,17
561,3,2023-10-11,23
823,2,2023-11-25,44
752,1,2023-11-15,17
424,1,2023-10-11,32
658,2,2023-10-05,35
633,3,2023-12-19,39
225,2,2023-10-18,10
379,2,2023-10-21,37
491,2,2023-10-08,26
787,1,2023-11-19,40
628,2,2023-10-12,20
821,1,2023-10-15,43
361,1,2023-11-22,22
331,2,2023-11-12,32
424,3,2023-11-04,30
908,1,2023-10-27,28
637,2,2023-11-28,21
514,1,2023-12-17,18
992,2,2023-10-17,50
203,2,2023-10-28,32
607,1,2023-11-15,38
258,2,2023-11-17,33
686,2,2023-11-12,38
921,1,2023-11-06,32
73,2,2023-12-15,50
442,2,2023-10-24,21
118,1,2023-10-06,50
67,2,2023-12-02,11
655,2,2023-10-08,24
849,1,2023-11-23,36
820,2,2023-11-10,39
253,3,2023-11-24,50
41,3,2023-11-08,37
988,1,2023-12-14,27
751,3,2023-11-30,47
784,1,2023-10-01,41
941,1,2023-10-30,48
468,1,2023-11-25,27
701,1,2023-12-24,34
676,3,2023-12-02,45
210,2,2023-12-01,23
463,2,2023-12-26,39
154,3,2023-12-08,26
358,1,2023-11-16,42
102,1,2023-10-18,7
660,3,2023-10-11,47
272,2,2023-12-27,25
858,3,2023-11-12,18
318,1,2023-11-24,19
177,1,2023-10-26,17
594,3,2023-11-19,34
119,2,2023-10-05,45
10,1,2023-11-11,20
235,2,2023-11-05,20
495,3,2023-11-25,19
916,3,2023-11-13,27
17,1,2023-10-19,12
612,2,2023-11-24,14
405,3,2023-10-29,11
15,2,2023-11-08,8
566,2,2023-12-30,30
272,2,2023-11-27,17
188,1,2023-10-09,26
377,1,2023-12-09,38
709,3,2023-12-14,46
937,2,2023-11-30,30
326,2,2023-10-13,48
777,3,2023-12-10,31
872,3,2023-10-01,29
546,1,2023-10-31,37
822,3,2023-11-13,37
671,2,2023-10-05,25
520,2,2023-10-14,15
346,1,2023-11-19,50
700,1,2023-10-11,48
515,3,2023-10-05,46
950,1,2023-12-01,39
927,1,2023-12-15,46
85,3,2023-10-27,42
962,3,2023-11-19,21
154,3,2023-10-16,11
981,1,2023-12-29,44
650,1,2023-11-07,48
660,3,2023-11-06,20
336,1,2023-12-12,14
627,2,2023-10-15,43
540,2,2023-12-29,15
78,2,2023-12-14,5
756,1,2023-12-17,42
174,1,2023-10-05,20
1,2,2023-11-16,18
523,3,2023-12-25,32
301,3,2023-10-29,29
823,3,2023-12-01,28
44,3,2023-10-14,21
713,3,2023-12-08,37
529,1,2023-10-13,19
155,1,2023-12-04,42
341,3,2023-10-01,31
967,1,2023-10-01,23
345,1,2023-10-03,24
496,1,2023-10-09,28
50,1,2023-11-10,18
725,3,2023-12-18,47
648,3,2023-12-16,16
605,1,2023-12-06,43
829,1,2023-12-04,48
61,3,2023-11-12,14
759,1,2023-12-01,18
687,3,2023-10-06,25
36,2,2023-12-20,36
451,1,2023-10-17,43
81,1,2023-11-04,39
437,2,2023-10-09,27
310,2,2023-10-01,50
428,2,2023-12-11,23
703,1,2023-11-19,46
690,1,2023-10-30,34
662,2,2023-11-12,30
167,1,2023-12-06,7
419,1,2023-12-28,45
580,2,2023-11-20,35
227,3,2023-11-20,46
63,2,2023-12-11,42
890,3,2023-10-24,47
490,3,2023-10-06,10
749,2,2023-10-09,38
528,3,2023-11-12,31
514,1,2023-10-25,19
605,2,2023-11-19,28
928,2,2023-12-13,48
814,2,2023-10-31,35
450,1,2023-12-10,37
987,2,2023-12-05,42
87,1,2023-12-11,20
325,3,2023-11-29,23
241,3,2023-10-31,22
437,1,2023-10-14,12
802,1,2023-11-13,46
795,3,2023-12-23,50
555,2,2023-10-25,29
460,2,2023-12-03,27
677,1,2023-11-30,14
558,1,2023-10-21,24
115,3,2023-12-02,8
589,3,2023-11-27,22
239,3,2023-12-22,43
112,2,2023-11-25,9
416,1,2023-11-06,14
616,2,2023-10-13,16
363,3,2023-10-18,26
925,2,2023-10-29,50
911,3,2023-11-22,40
476,2,2023-11-22,17
229,2,2023-12-21,28
163,2,2023-10-10,33
593,3,2023-11-15,46
4,2,2023-12-07,14
60,2,2023-11-11,11
990,2,2023-10-29,32
978,1,2023-10-11,26
564,1,2023-12-17,31
796,3,2023-11-30,27
953,2,2023-10-26,36
780,2,2023-11-23,16
797,2,2023-10-01,26
403,2,2023-12-15,11
677,1,2023-11-24,41
499,3,2023-11-21,15
908,1,2023-12-04,34
377,2,2023-11-08,27
324,2,2023-10-05,30
651,2,2023-11-05,27
172,3,2023-11-15,27
375,1,2023-11-05,14
133,3,2023-11-18,31
344,1,2023-10-06,29
319,2,2023-10-19,47
588,1,2023-10-04,50
34,2,2023-12-25,36
400,2,2023-10-28,31
298,2,2023-12-20,12
207,1,2023-12-11,42
672,1,2023-11-30,38
992,2,2023-11-18,31
277,3,2023-11-09,27
353,3,2023-11-16,39
854,3,2023-11-01,26
290,1,2023-12-23,40
951,3,2023-11-21,41
316,3,2023-11-19,30
734,2,2023-10-28,50
254,3,2023-12-01,29
907,1,2023-10-30,40
207,3,2023-12-21,12
881,1,2023-11-30,33
662,1,2023-11-19,41
191,3,2023-12-21,12
827,1,2023-11-13,39
901,1,2023-10-31,29
133,2,2023-11-27,8
723,2,2023-11-09,24
254,3,2023-12-17,18
63,2,2023-12-23,46
23,3,2023-11-25,48
18,3,2023-12-09,10
86,2,2023-12-23,46
879,2,2023-10-19,19
569,3,2023-10-15,14
520,1,2023-11-04,21
62,3,2023-12-22,33
267,2,2023-11-21,48
799,2,2023-12-07,28
98,2,2023-10-01,14
549,2,2023-10-25,35
214,2,2023-10-21,18
130,2,2023-10-07,30
174,3,2023-10-29,23
369,2,2023-11-23,17
788,3,2023-10-24,50
130,3,2023-10-03,27
367,3,2023-12-10,37
989,3,2023-12-06,38
482,1,2023-12-06,14
556,1,2023-12-11,23
688,1,2023-12-16,35
650,2,2023-12-08,22
978,1,2023-10-08,27
409,2,2023-10-11,43
408,1,2023-10-04,23
612,1,2023-11-13,25
829,3,2023-12-24,41
976,1,2023-12-10,45
156,2,2023-10-06,43
250,2,2023-11-11,21
809,3,2023-12-06,29
67,1,2023-10-01,44
240,3,2023-12-14,22
336,2,2023-12-21,38
221,3,2023-12-20,30
985,2,2023-12-05,29
133,1,2023-11-27,29
184,1,2023-11-10,39
392,3,2023-10-28,32
68,2,2023-12-30,43
903,3,2023-11-14,22
623,2,2023-11-15,48
339,3,2023-10-06,32
767,1,2023-12-14,33
564,2,2023-10-06,48
150,3,2023-11-12,7
241,2,2023-10-02,50
773,1,2023-11-27,21
705,1,2023-11-25,20
663,1,2023-10-29,20
486,2,2023-12-13,39
516,1,2023-12-26,25
108,3,2023-11-17,37
492,2,2023-11-17,36
247,3,2023-11-22,18
670,1,2023-12-26,43
920,1,2023-10-07,38
273,1,2023-11-01,22
347,3,2023-10-31,39
459,3,2023-11-05,18
866,1,2023-11-19,21
223,1,2023-11-05,50
897,2,2023-12-26,38
908,2,2023-12-02,36
142,1,2023-12-10,30
268,3,2023-10-07,44
563,3,2023-11-18,43
791,2,2023-11-22,24
262,3,2023-11-25,42
501,1,2023-10-22,12
58,1,2023-10-06,47
941,3,2023-11-19,22
755,2,2023-11-29,24
60,2,2023-10-23,15
328,1,2023-11-23,15
231,2,2023-11-30,32
978,3,2023-11-14,47
312,1,2023-12-29,19
406,3,2023-12-25,40
749,2,2023-12-06,42
666,2,2023-11-01,43
436,3,2023-10-01,49
639,1,2023-12-17,34
503,2,2023-12-29,14
578,1,2023-11-29,34
821,1,2023-10-05,43
673,2,2023-12-29,37
497,1,2023-12-20,23
78,2,2023-12-12,49
284,1,2023-12-20,47
480,2,2023-12-21,46
411,2,2023-10-31,31
276,1,2023-11-20,45
847,3,2023-11-17,22
398,3,2023-10-23,8
287,2,2023-11-07,25
314,2,2023-10-11,17
469,1,2023-12-21,31
547,2,2023-11-18,45
857,2,2023-11-29,36
937,3,2023-12-02,21
959,1,2023-12-10,46
634,1,2023-10-01,14
690,3,2023-10-12,26
892,3,2023-11-07,39
295,3,2023-11-06,39
852,3,2023-11-29,40
934,1,2023-10-22,25
941,2,2023-10-25,48
438,2,2023-10-16,42
157,1,2023-12-17,21
274,1,2023-10-24,13
931,3,2023-10-20,47
942,3,2023-11-23,34
4,1,2023-11-08,31
362,3,2023-12-12,25
537,3,2023-10-31,20
733,1,2023-11-14,42
633,1,2023-11-18,20
513,3,2023-10-15,49
56,2,2023-10-02,42
94,1,2023-10-26,21
944,2,2023-11-14,26
288,1,2023-11-24,49
142,1,2023-10-25,45
853,1,2023-11-28,27
408,1,2023-11-09,11
185,2,2023-11-06,35
989,1,2023-10-03,34
892,1,2023-10-25,28
475,2,2023-11-21,38
818,3,2023-11-15,40
351,2,2023-12-18,8
645,2,2023-12-16,27
94,1,2023-10-22,6
472,2,2023-12-28,41
580,1,2023-12-17,45
415,2,2023-10-17,39
482,1,2023-11-20,38
515,1,2023-11-19,12
228,2,2023-10-16,23
748,3,2023-10-19,24
252,1,2023-12-15,17
603,1,2023-12-26,26
783,3,2023-10-07,17
475,1,2023-12-04,24
323,2,2023-12-05,50
320,3,2023-11-28,15
884,1,2023-12-23,39
85,3,2023-11-12,11
820,1,2023-11-06,39
118,3,2023-10-08,42
935,1,2023-12-20,37
614,1,2023-10-15,27
481,3,2023-10-27,47
166,3,2023-11-04,23
821,2,2023-12-15,19
74,2,2023-10-22,14
5,3,2023-12-16,8
188,2,2023-10-05,29
927,3,2023-12-16,21
712,2,2023-12-01,42
26,1,2023-12-18,22
432,1,2023-10-11,17
213,2,2023-12-16,32
648,2,2023-12-29,35
973,3,2023-10-27,41
676,1,2023-12-18,41
859,1,2023-10-13,46
694,1,2023-10-25,20
666,2,2023-10-25,34
217,3,2023-12-12,21
943,1,2023-11-22,29
636,2,2023-10-17,26
680,1,2023-10-16,32
628,2,2023-11-15,45
512,3,2023-10-14,30
877,3,2023-10-30,36
293,1,2023-12-07,32
481,2,2023-10-04,33
957,2,2023-11-17,34
408,1,2023-10-18,21
392,1,2023-12-26,25
308,1,2023-10-10,10
347,3,2023-11-29,45
60,3,2023-12-07,32
624,3,2023-11-03,45
602,2,2023-12-15,22
252,3,2023-10-18,6
409,2,2023-12-18,26
849,2,2023-11-24,32
817,1,2023-11-16,20
811,1,2023-11-07,22
589,3,2023-10-18,42
650,1,2023-10-07,41
677,2,2023-11-05,31
391,3,2023-11-27,20
217,3,2023-10-17,37
466,1,2023-10-17,14
136,3,2023-11-07,22
42,3,2023-12-29,7
647,2,2023-11-02,45
443,2,2023-10-23,37
459,1,2023-12-13,47
107,2,2023-10-03,49
644,2,2023-11-03,41
678,3,2023-11-22,37
802,2,2023-11-02,50
901,2,2023-12-30,46
405,3,2023-11-06,24
303,3,2023-10-01,20
458,3,2023-12-30,27
438,2,2023-12-17,29
797,2,2023-12-18,25
882,3,2023-11-06,29
605,3,2023-11-09,15
546,2,2023-12-19,33
758,2,2023-10-31,34
94,1,2023-11-21,50
686,2,2023-10-20,21
26,1,2023-12-04,16
856,2,2023-10-23,23
132,2,2023-10-25,39
628,2,2023-11-28,20
467,3,2023-10-27,13
752,2,2023-10-15,41
206,2,2023-11-02,28
409,2,2023-12-16,39
6,2,2023-10-15,44
243,1,2023-12-17,50
937,1,2023-10-26,30
416,2,2023-12-01,32
431,2,2023-11-12,24
897,3,2023-12-18,47
265,2,2023-11-21,32
133,2,2023-10-24,32
436,3,2023-11-21,36
173,1,2023-12-01,9
869,1,2023-12-01,43
918,3,2023-12-26,47
92,2,2023-10-28,11
428,3,2023-11-14,15
716,2,2023-11-12,20
687,1,2023-12-14,29
966,2,2023-11-22,33
827,1,2023-10-28,22
12,2,2023-12-19,3
592,2,2023-10-24,46
527,1,2023-10-02,43
71,3,2023-10-27,20
232,3,2023-10-29,20
58,2,2023-12-24,8
322,3,2023-12-15,38
790,3,2023-11-24,20
903,1,2023-12-14,21
155,1,2023-11-30,26
769,2,2023-10-09,24
327,3,2023-10-18,41
792,2,2023-10-14,36
539,1,2023-10-12,32
858,2,2023-11-17,30
356,2,2023-12-08,38
10,2,2023-12-01,24
724,1,2023-11-01,46
637,1,2023-10-31,44
520,3,2023-10-11,30
330,3,2023-10-26,21
550,1,2023-12-11,27
543,2,2023-12-04,27
873,3,2023-10-06,40
155,3,2023-10-12,44
199,3,2023-12-12,10
954,1,2023-11-27,32
699,3,2023-11-07,15
960,2,2023-10-22,26
521,2,2023-12-11,24
939,3,2023-11-04,25
286,3,2023-11-22,37
615,3,2023-10-01,23
751,3,2023-10-11,17
373,2,2023-10-05,46
929,1,2023-12-25,47
879,1,2023-10-15,28
939,1,2023-11-07,35
637,2,2023-12-14,32
93,1,2023-11-27,15
242,1,2023-10-30,21
4,3,2023-12-22,27
62,2,2023-10-15,12
689,2,2023-11-19,29
765,1,2023-12-30,25
571,3,2023-10-22,25
381,3,2023-11-13,48
326,2,2023-10-16,32
230,1,2023-10-15,42
998,2,2023-12-09,45
964,3,2023-12-14,34
292,1,2023-11-26,14
672,3,2023-11-03,22
587,2,2023-10-23,19
334,2,2023-12-08,27
880,2,2023-10-16,21
489,3,2023-12-10,40
294,2,2023-11-07,49
294,2,2023-11-14,13
663,3,2023-12-07,31
611,2,2023-12-21,31
432,2,2023-10-31,31
669,3,2023-10-11,32
334,3,2023-12-21,26
256,3,2023-11-01,49
224,1,2023-12-14,9
551,1,2023-11-28,45
120,1,2023-11-30,48
884,1,2023-11-03,44
452,1,2023-12-15,15
149,1,2023-11-15,34
192,2,2023-11-25,15
776,1,2023-12-08,18
48,2,2023-11-14,22
710,1,2023-11-07,31
395,3,2023-11-11,28
981,2,2023-10-24,23
603,1,2023-10-30,17
878,3,2023-12-08,40
187,2,2023-12-22,6
150,2,2023-11-30,25
655,2,2023-11-29,37
307,3,2023-12-04,12
425,3,2023-12-05,37
748,1,2023-11-09,21
658,1,2023-10-01,50
491,3,2023-11-03,25
286,1,2023-10-14,22
469,3,2023-12-22,25
696,1,2023-10-03,25
447,2,2023-12-22,47
918,1,2023-10-08,25
23,1,2023-11-14,30
398,3,2023-11-23,21
251,2,2023-10-13,18
700,2,2023-11-30,21
651,2,2023-12-26,47
895,2,2023-12-23,19
124,1,2023-12-18,38
632,3,2023-12-04,28
13,2,2023-10-01,7
263,2,2023-12-22,11
924,3,2023-10-05,28
334,1,2023-11-09,21
512,3,2023-12-02,46
233,2,2023-12-27,43
203,1,2023-10-26,50
529,3,2023-12-29,42
732,2,2023-12-17,16
687,3,2023-11-07,16
762,1,2023-12-15,31
638,3,2023-11-12,21
450,3,2023-10-22,21
29,3,2023-11-26,19
678,1,2023-12-14,40
706,2,2023-10-12,18
97,2,2023-10-31,11
209,3,2023-10-29,8
717,3,2023-12-14,39
167,3,2023-11-15,30
767,3,2023-12-10,32
290,3,2023-11-02,19
343,3,2023-10-04,41
685,3,2023-10-26,44
764,1,2023-10-25,40
949,3,2023-12-25,38
413,1,2023-11-19,20
436,2,2023-11-14,41
226,2,2023-11-02,44
811,1,2023-12-16,41
859,1,2023-10-07,38
389,2,2023-11-18,46
