ID_CUST,ID_SMS,DATE,NUM_TEXT
493,3,2023-11-04,25
443,2,2023-11-21,42
401,1,2023-10-11,24
133,1,2023-12-14,47
94,2,2023-12-20,33
600,2,2023-11-26,18
382,1,2023-10-29,50
46,1,2023-10-20,32
418,2,2023-12-14,24
214,3,2023-11-12,4
531,2,2023-10-22,50
882,2,2023-11-14,46
877,3,2023-12-06,13
356,1,2023-11-30,10
894,2,2023-11-11,19
978,1,2023-10-26,6
378,2,2023-11-21,31
443,3,2023-11-03,21
244,1,2023-11-01,25
276,1,2023-10-23,37
771,1,2023-12-09,40
974,2,2023-10-17,16
27,1,2023-11-22,28
912,1,2023-11-16,27
90,1,2023-12-08,26
590,2,2023-11-09,31
947,1,2023-11-04,40
762,2,2023-12-06,29
812,1,2023-10-09,19
798,3,2023-11-01,25
241,3,2023-11-05,34
903,2,2023-11-21,15
815,3,2023-10-15,3
49,1,2023-10-13,3
981,2,2023-11-14,37
897,1,2023-11-10,46
542,1,2023-12-03,2
723,1,2023-11-04,36
22,2,2023-12-15,48
797,1,2023-11-26,41
653,3,2023-11-03,26
862,3,2023-10-26,33
263,2,2023-12-17,18
509,2,2023-11-03,31
175,2,2023-11-22,31
282,1,2023-10-12,5
33,1,2023-10-13,8
725,1,2023-11-02,6
527,1,2023-12-30,6
789,2,2023-12-23,11
730,3,2023-12-20,32
467,3,2023-11-24,22
269,1,2023-10-11,35
854,1,2023-11-15,48
560,1,2023-10-09,5
192,2,2023-12-03,26
242,1,2023-10-03,41
749,3,2023-11-25,49
790,1,2023-11-22,41
198,1,2023-11-03,6
568,2,2023-12-10,42
594,2,2023-10-29,34
350,3,2023-12-17,24
588,2,2023-10-30,22
989,2,2023-11-17,40
225,2,2023-12-06,45
451,3,2023-12-22,10
195,2,2023-12-16,49
884,3,2023-10-14,22
831,2,2023-10-10,22
326,1,2023-12-22,22
948,3,2023-11-16,14
886,2,2023-12-20,27
32,3,2023-10-21,4
600,2,2023-11-09,7
285,3,2023-11-17,16
224,1,2023-11-21,11
519,3,2023-10-29,39
550,1,2023-12-14,40
43,2,2023-11-06,37
622,2,2023-10-03,36
641,3,2023-10-07,50
590,3,2023-12-27,49
577,2,2023-10-05,15
962,1,2023-12-23,4
839,2,2023-10-31,25
40,3,2023-11-13,44
812,2,2023-11-27,5
478,3,2023-10-24,2
825,3,2023-10-13,40
668,2,2023-10-12,45
602,2,2023-11-01,35
617,1,2023-11-12,16
854,1,2023-12-24,39
716,3,2023-12-05,32
213,1,2023-11-25,45
545,2,2023-10-06,3
821,2,2023-12-06,41
871,1,2023-12-21,39
587,3,2023-11-16,11
538,2,2023-11-24,43
166,2,2023-10-29,17
678,2,2023-12-29,24
431,1,2023-12-17,23
6,2,2023-10-27,16
807,1,2023-10-10,29
820,1,2023-10-02,4
604,2,2023-12-01,27
417,1,2023-10-17,25
507,2,2023-11-19,39
604,3,2023-12-08,10
357,3,2023-11-08,17
365,1,2023-10-11,39
152,1,2023-11-16,6
837,1,2023-12-23,33
997,1,2023-12-01,41
298,3,2023-10-10,8
625,3,2023-11-30,36
73,1,2023-10-19,10
393,3,2023-10-27,13
110,2,2023-12-05,20
196,1,2023-10-19,50
158,2,2023-12-02,30
808,2,2023-11-08,32
226,3,2023-11-02,23
979,1,2023-12-09,25
26,2,2023-11-19,42
797,1,2023-11-12,18
231,3,2023-11-15,45
362,3,2023-11-13,17
78,2,2023-12-10,43
205,3,2023-12-06,37
440,3,2023-10-27,49
392,3,2023-12-03,3
494,3,2023-12-12,47
754,1,2023-11-17,18
695,3,2023-12-02,27
282,3,2023-12-20,34
299,3,2023-12-28,24
275,3,2023-10-17,9
662,1,2023-11-13,47
218,2,2023-12-10,11
218,3,2023-12-13,3
204,3,2023-12-30,14
851,2,2023-11-22,3
134,3,2023-11-20,25
490,2,2023-10-20,44
950,3,2023-10-16,34
606,2,2023-10-08,17
747,3,2023-10-29,39
401,1,2023-10-04,2
853,1,2023-10-16,13
87,2,2023-10-28,34
852,3,2023-11-22,24
407,1,2023-12-03,38
203,2,2023-12-10,5
122,1,2023-12-06,14
718,1,2023-11-15,20
510,1,2023-12-30,11
439,1,2023-10-01,34
865,3,2023-10-24,38
969,3,2023-11-04,50
470,3,2023-11-20,37
470,1,2023-12-18,28
507,2,2023-12-03,48
798,2,2023-11-11,33
262,3,2023-10-18,45
958,2,2023-10-24,16
581,1,2023-11-23,36
296,2,2023-10-21,27
422,3,2023-11-13,9
431,3,2023-10-26,11
816,3,2023-12-22,29
413,1,2023-11-29,45
926,3,2023-10-13,7
826,3,2023-11-11,15
769,1,2023-12-02,20
555,3,2023-12-14,6
75,3,2023-11-09,22
16,3,2023-12-09,3
532,2,2023-11-28,46
939,1,2023-12-02,3
146,1,2023-12-28,45
118,1,2023-11-17,38
523,3,2023-12-15,45
217,3,2023-11-26,42
1,3,2023-11-01,42
246,1,2023-10-14,48
990,2,2023-10-06,15
853,3,2023-10-21,28
432,3,2023-11-10,16
847,2,2023-11-16,19
488,2,2023-12-18,12
549,1,2023-11-09,46
876,3,2023-11-14,41
513,3,2023-12-28,39
883,1,2023-12-05,45
802,3,2023-10-24,48
292,2,2023-10-01,33
323,2,2023-11-27,15
619,1,2023-11-03,35
498,3,2023-10-01,27
816,2,2023-12-09,17
30,3,2023-12-26,47
34,2,2023-12-06,40
710,1,2023-12-05,21
878,2,2023-10-25,8
333,2,2023-11-04,6
886,3,2023-10-01,50
73,3,2023-10-05,7
170,1,2023-10-01,3
889,2,2023-11-04,22
779,1,2023-10-19,3
412,3,2023-11-23,47
580,1,2023-11-20,41
316,2,2023-11-07,14
536,2,2023-11-20,41
507,1,2023-11-12,21
234,1,2023-10-15,9
707,1,2023-12-22,19
11,3,2023-11-02,12
48,1,2023-10-11,37
886,1,2023-12-16,45
542,3,2023-11-16,18
178,2,2023-12-05,6
981,1,2023-10-02,36
191,3,2023-12-17,42
152,3,2023-12-30,10
432,1,2023-11-01,31
279,1,2023-10-02,25
474,1,2023-10-16,33
10,2,2023-11-21,5
797,1,2023-11-30,29
634,2,2023-11-19,49
397,3,2023-10-03,9
500,2,2023-10-19,50
839,3,2023-11-27,11
894,3,2023-10-11,20
833,3,2023-12-21,15
678,3,2023-11-25,13
954,1,2023-11-27,16
517,3,2023-12-14,49
801,1,2023-11-15,15
412,2,2023-10-25,45
146,1,2023-11-19,25
66,3,2023-11-28,29
441,2,2023-11-03,39
567,1,2023-11-10,27
237,2,2023-12-21,21
810,3,2023-12-05,41
31,3,2023-12-15,22
910,3,2023-10-21,35
240,1,2023-11-18,44
107,3,2023-10-23,31
385,1,2023-12-21,50
661,1,2023-11-16,6
694,1,2023-10-05,36
788,1,2023-12-25,14
373,3,2023-11-05,14
689,1,2023-12-17,29
735,2,2023-11-25,20
296,2,2023-11-18,48
830,3,2023-12-16,38
282,2,2023-10-05,34
213,1,2023-10-14,32
945,2,2023-10-31,43
601,1,2023-10-28,40
818,2,2023-11-30,32
676,3,2023-10-11,16
602,1,2023-10-10,38
248,3,2023-12-05,4
208,3,2023-12-08,13
968,2,2023-10-26,42
576,2,2023-12-30,36
802,1,2023-10-03,35
285,1,2023-10-03,15
807,1,2023-10-21,14
978,3,2023-10-30,27
867,3,2023-10-05,27
640,3,2023-12-05,44
812,3,2023-12-27,4
898,1,2023-11-09,49
215,2,2023-11-01,32
728,2,2023-12-16,47
937,2,2023-12-07,48
36,2,2023-11-19,29
700,1,2023-12-15,25
481,1,2023-12-11,37
148,1,2023-11-28,19
418,1,2023-12-13,50
700,3,2023-12-10,5
262,2,2023-12-10,48
537,2,2023-12-29,3
787,2,2023-10-28,18
822,3,2023-11-05,47
628,3,2023-12-23,50
211,2,2023-10-01,48
107,3,2023-12-29,14
464,3,2023-11-25,44
415,3,2023-10-26,49
678,2,2023-12-23,46
79,1,2023-12-25,25
968,1,2023-11-28,29
852,2,2023-11-15,33
666,3,2023-11-11,50
103,3,2023-12-10,6
625,3,2023-12-18,44
840,3,2023-11-30,19
951,3,2023-11-02,35
435,2,2023-11-01,39
894,2,2023-12-23,26
417,3,2023-11-10,40
152,3,2023-10-24,21
737,2,2023-11-23,47
958,2,2023-12-12,5
972,3,2023-10-11,42
55,2,2023-11-10,5
543,1,2023-10-06,9
687,2,2023-11-16,6
593,3,2023-12-26,28
194,2,2023-10-17,48
25,1,2023-12-25,44
6,3,2023-10-14,27
339,3,2023-10-13,30
857,1,2023-11-26,32
839,3,2023-12-02,40
674,3,2023-11-20,9
356,3,2023-10-22,12
723,3,2023-10-22,29
339,1,2023-10-13,23
770,2,2023-10-16,43
954,1,2023-11-22,50
850,1,2023-12-22,22
172,3,2023-10-31,3
111,3,2023-12-19,16
116,1,2023-10-25,41
787,3,2023-10-09,31
663,1,2023-11-06,47
228,1,2023-11-05,42
62,2,2023-11-08,32
773,3,2023-11-10,9
394,1,2023-10-04,23
976,1,2023-12-27,7
934,2,2023-12-05,3
655,1,2023-12-16,29
876,1,2023-10-27,41
994,1,2023-11-30,9
726,1,2023-11-14,10
925,2,2023-10-12,7
686,2,2023-11-16,5
696,2,2023-12-04,46
190,3,2023-10-31,39
983,1,2023-11-17,16
566,3,2023-11-10,39
607,3,2023-10-14,19
379,2,2023-12-17,46
325,2,2023-10-18,16
773,3,2023-12-24,39
219,3,2023-12-22,22
250,2,2023-12-16,11
816,1,2023-12-19,9
74,2,2023-12-24,33
722,2,2023-11-12,7
695,2,2023-12-22,48
280,3,2023-11-30,32
564,2,2023-10-07,21
794,1,2023-10-02,24
406,3,2023-12-11,17
919,2,2023-10-17,9
837,3,2023-12-21,16
688,1,2023-11-10,40
580,2,2023-12-17,37
85,1,2023-12-17,34
17,3,2023-11-13,10
518,1,2023-10-17,45
89,2,2023-10-10,12
63,1,2023-12-29,39
115,1,2023-11-23,35
346,2,2023-12-30,42
709,1,2023-11-09,6
526,2,2023-11-05,22
816,1,2023-11-24,21
128,1,2023-12-21,46
135,2,2023-10-31,18
760,3,2023-12-23,32
914,1,2023-11-02,34
65,1,2023-10-04,26
43,1,2023-11-06,21
458,1,2023-12-10,35
881,1,2023-12-01,24
659,2,2023-11-23,22
430,3,2023-12-25,12
763,2,2023-11-20,44
558,1,2023-11-03,24
389,2,2023-12-30,34
945,1,2023-10-03,29
405,3,2023-10-30,38
508,2,2023-12-24,13
866,2,2023-10-19,3
974,1,2023-11-17,35
640,3,2023-11-09,36
892,2,2023-11-22,26
365,2,2023-12-12,32
765,2,2023-10-23,25
763,3,2023-11-07,40
781,3,2023-10-27,44
796,3,2023-12-21,36
931,3,2023-12-26,23
17,2,2023-12-16,21
845,3,2023-12-07,7
2,1,2023-12-12,32
538,1,2023-10-27,11
777,3,2023-10-29,41
46,3,2023-12-07,43
944,2,2023-11-15,49
334,1,2023-11-27,43
229,1,2023-10-01,18
228,1,2023-10-21,4
335,3,2023-12-24,22
121,1,2023-11-18,42
804,2,2023-12-24,24
959,3,2023-12-01,13
403,2,2023-11-22,34
797,3,2023-10-13,35
657,2,2023-10-21,4
340,2,2023-10-25,43
89,2,2023-11-11,17
112,3,2023-11-02,43
773,2,2023-12-21,33
290,3,2023-12-07,28
982,1,2023-10-14,48
728,2,2023-12-29,25
48,1,2023-12-17,40
54,2,2023-10-11,5
243,2,2023-12-02,25
722,1,2023-11-12,3
561,1,2023-11-01,19
93,1,2023-10-15,47
981,3,2023-10-28,7
985,3,2023-10-12,4
280,1,2023-10-26,47
973,2,2023-11-04,24
573,2,2023-10-10,3
581,1,2023-11-17,26
50,3,2023-10-24,35
421,2,2023-12-30,46
135,1,2023-10-06,28
127,1,2023-10-09,15
232,1,2023-11-02,24
756,1,2023-10-29,50
614,2,2023-12-14,4
926,2,2023-10-15,48
93,3,2023-12-25,6
755,3,2023-12-30,18
742,2,2023-11-03,35
580,2,2023-10-15,36
955,1,2023-10-03,10
843,3,2023-11-18,30
482,1,2023-10-24,44
250,1,2023-10-11,13
630,1,2023-12-27,45
669,2,2023-12-01,17
899,1,2023-12-25,25
617,3,2023-10-10,13
134,1,2023-10-10,9
20,3,2023-10-08,21
672,1,2023-10-20,10
187,1,2023-10-14,40
173,1,2023-11-19,6
334,2,2023-10-24,20
423,2,2023-12-26,44
948,2,2023-12-05,21
389,2,2023-10-21,40
640,3,2023-10-24,35
54,1,2023-11-25,5
751,1,2023-11-17,2
948,1,2023-10-03,28
439,3,2023-11-07,19
34,2,2023-12-15,3
54,3,2023-10-31,25
710,2,2023-10-31,33
856,1,2023-11-27,31
564,1,2023-10-15,43
983,2,2023-12-15,3
32,2,2023-12-11,43
605,2,2023-11-22,50
633,1,2023-12-10,35
311,3,2023-11-29,24
870,3,2023-10-08,41
114,2,2023-11-17,23
322,3,2023-11-06,37
355,1,2023-10-18,19
525,2,2023-12-11,8
629,2,2023-11-27,30
662,3,2023-12-18,12
980,1,2023-12-20,16
597,1,2023-11-30,19
122,2,2023-10-06,14
940,2,2023-11-15,44
212,2,2023-10-17,40
267,2,2023-10-15,9
802,2,2023-12-03,19
356,3,2023-12-09,2
31,2,2023-10-28,23
524,1,2023-10-26,14
795,3,2023-12-28,5
799,1,2023-12-06,23
815,2,2023-10-25,2
700,2,2023-10-03,4
848,2,2023-10-05,24
175,2,2023-12-24,5
390,3,2023-10-28,31
3,2,2023-10-22,4
451,2,2023-12-01,37
999,2,2023-10-04,6
438,2,2023-12-07,39
805,3,2023-11-12,10
819,1,2023-12-16,47
612,1,2023-12-22,11
136,3,2023-10-20,32
142,1,2023-11-23,41
811,3,2023-10-06,22
604,1,2023-10-24,20
292,1,2023-12-21,29
859,2,2023-12-26,41
368,1,2023-11-30,9
321,1,2023-11-06,3
397,2,2023-11-16,40
533,1,2023-11-06,21
650,1,2023-10-04,5
441,3,2023-11-25,18
914,2,2023-10-08,46
378,2,2023-12-09,13
906,3,2023-12-01,2
817,1,2023-10-13,40
46,2,2023-12-13,5
33,3,2023-12-24,15
297,2,2023-11-14,46
559,1,2023-12-03,18
604,1,2023-12-01,4
654,1,2023-12-02,35
398,3,2023-11-01,30
168,2,2023-11-04,31
522,3,2023-10-14,47
649,2,2023-11-03,9
54,1,2023-10-27,25
574,1,2023-11-21,34
460,2,2023-10-05,23
96,2,2023-12-10,48
339,2,2023-11-22,2
799,3,2023-11-28,43
135,1,2023-10-12,44
3,1,2023-11-11,34
71,1,2023-12-09,38
41,2,2023-10-10,27
193,1,2023-12-10,33
138,2,2023-12-28,6
207,3,2023-12-03,48
725,1,2023-10-22,41
582,1,2023-12-08,25
358,2,2023-12-25,35
417,3,2023-11-15,50
237,1,2023-10-01,12
822,3,2023-10-13,35
464,3,2023-10-09,2
521,1,2023-10-10,26
202,3,2023-11-20,5
172,2,2023-10-02,43
47,1,2023-10-26,34
741,2,2023-12-25,22
2,2,2023-10-06,31
685,2,2023-11-17,35
304,3,2023-11-16,49
934,2,2023-12-04,38
736,3,2023-12-17,7
891,1,2023-11-28,2
401,3,2023-11-01,18
915,2,2023-11-06,21
787,2,2023-12-15,28
721,2,2023-12-20,15
224,1,2023-12-14,11
758,3,2023-11-02,38
908,1,2023-12-12,32
161,1,2023-10-03,27
733,3,2023-12-04,14
26,3,2023-10-21,38
130,3,2023-10-05,20
230,3,2023-12-09,36
573,1,2023-12-06,26
333,2,2023-10-04,18
420,2,2023-11-10,13
344,3,2023-10-02,43
161,2,2023-12-22,19
521,3,2023-11-07,12
302,1,2023-10-29,37
266,3,2023-10-06,5
191,3,2023-11-13,7
509,3,2023-12-01,18
789,3,2023-10-13,5
992,2,2023-12-15,7
530,1,2023-12-20,48
332,2,2023-11-14,18
647,2,2023-12-17,23
807,1,2023-12-03,44
667,1,2023-12-16,29
938,2,2023-10-14,21
493,3,2023-11-26,44
137,3,2023-12-16,49
709,1,2023-10-26,15
108,3,2023-11-08,48
898,3,2023-10-19,10
400,2,2023-10-02,18
495,3,2023-10-14,28
273,2,2023-11-20,32
801,1,2023-11-01,20
474,2,2023-12-30,18
51,2,2023-11-06,12
836,1,2023-11-16,50
840,3,2023-10-18,35
126,3,2023-10-01,18
317,2,2023-12-25,24
495,1,2023-11-18,47
619,2,2023-12-18,18
573,2,2023-10-15,2
321,1,2023-12-10,15
339,1,2023-12-20,6
62,2,2023-10-01,7
637,1,2023-11-10,44
122,1,2023-10-28,8
868,2,2023-10-08,25
817,1,2023-12-18,27
235,3,2023-12-05,50
333,1,2023-11-15,7
399,2,2023-10-25,44
294,1,2023-12-14,11
606,1,2023-12-23,38
346,1,2023-12-01,28
837,1,2023-10-16,14
233,3,2023-11-19,20
259,1,2023-11-22,9
462,2,2023-12-04,35
758,1,2023-10-10,50
899,2,2023-12-20,34
622,2,2023-11-05,13
440,1,2023-11-26,37
868,1,2023-10-26,4
349,2,2023-12-22,38
995,3,2023-11-26,30
68,2,2023-12-30,25
746,3,2023-11-08,49
415,3,2023-11-10,49
941,2,2023-11-09,50
230,2,2023-10-22,16
891,2,2023-10-12,20
715,3,2023-12-26,39
805,3,2023-12-13,49
525,3,2023-12-16,40
9,2,2023-12-23,11
189,2,2023-12-04,25
737,1,2023-12-29,47
985,1,2023-11-11,9
321,3,2023-11-08,21
305,2,2023-12-21,3
524,2,2023-12-04,22
543,2,2023-10-04,29
556,1,2023-11-05,13
161,2,2023-11-24,31
32,1,2023-10-02,29
155,1,2023-11-24,33
402,3,2023-11-30,23
258,3,2023-11-23,31
87,2,2023-10-08,24
50,3,2023-10-04,2
518,3,2023-10-16,15
518,2,2023-11-19,20
172,2,2023-11-24,24
426,1,2023-11-15,45
292,3,2023-12-27,31
21,3,2023-10-27,50
13,1,2023-10-20,16
641,1,2023-10-01,35
498,3,2023-10-25,20
741,2,2023-10-26,30
786,1,2023-12-18,38
795,1,2023-10-13,15
550,1,2023-10-12,41
486,1,2023-11-23,34
390,3,2023-10-26,32
139,3,2023-12-06,4
363,3,2023-10-22,12
384,1,2023-12-08,5
401,3,2023-12-09,16
424,3,2023-11-05,36
952,3,2023-11-28,41
813,2,2023-12-30,49
887,1,2023-11-03,26
392,1,2023-11-13,9
582,3,2023-12-25,33
572,2,2023-10-17,24
959,1,2023-10-13,28
964,3,2023-12-21,8
804,2,2023-10-12,44
995,3,2023-12-14,33
142,2,2023-11-29,12
154,2,2023-10-08,32
109,2,2023-12-03,43
934,2,2023-10-08,39
215,3,2023-10-25,38
410,3,2023-12-07,26
35,2,2023-10-03,27
494,2,2023-11-12,21
193,2,2023-12-19,38
153,3,2023-12-14,35
643,3,2023-11-27,4
541,1,2023-10-25,25
80,2,2023-12-23,49
220,3,2023-11-26,49
432,2,2023-12-19,19
963,2,2023-11-22,32
705,2,2023-10-12,13
508,1,2023-12-23,40
563,2,2023-10-20,28
836,2,2023-11-19,35
32,1,2023-10-05,13
340,3,2023-10-16,40
650,2,2023-12-29,49
535,3,2023-11-27,33
361,2,2023-11-23,12
46,3,2023-11-02,40
630,3,2023-10-20,30
597,3,2023-11-20,40
398,2,2023-11-15,50
44,3,2023-12-14,16
804,1,2023-10-06,5
589,1,2023-12-21,30
875,1,2023-10-08,35
193,1,2023-12-12,27
974,3,2023-10-20,47
260,3,2023-12-09,25
438,2,2023-12-23,48
48,3,2023-10-03,34
149,2,2023-12-14,7
274,1,2023-11-29,39
710,1,2023-10-08,47
145,3,2023-10-10,35
57,2,2023-12-19,31
323,3,2023-11-05,32
930,2,2023-12-18,21
413,1,2023-11-13,43
912,1,2023-11-16,15
408,3,2023-12-23,5
613,2,2023-11-06,39
945,3,2023-10-16,17
277,1,2023-12-08,17
929,2,2023-11-05,5
854,1,2023-12-20,32
487,1,2023-10-31,15
364,1,2023-10-17,18
196,3,2023-12-24,3
92,3,2023-10-14,37
852,2,2023-10-07,41
964,2,2023-11-03,24
209,1,2023-10-13,28
990,2,2023-12-24,4
161,1,2023-10-09,44
497,1,2023-12-16,12
973,2,2023-12-07,19
373,2,2023-11-27,20
41,2,2023-10-11,24
175,1,2023-11-25,41
105,1,2023-11-12,25
147,1,2023-10-24,14
868,1,2023-11-14,15
710,3,2023-12-11,23
455,2,2023-10-15,28
813,3,2023-11-24,49
528,2,2023-11-13,30
159,1,2023-10-27,9
868,3,2023-11-07,46
635,1,2023-11-17,27
625,3,2023-12-21,19
319,1,2023-11-23,28
530,1,2023-10-18,7
189,3,2023-10-29,44
259,2,2023-12-29,12
120,2,2023-10-15,8
489,2,2023-10-21,31
160,3,2023-11-22,38
391,1,2023-10-08,20
183,1,2023-10-07,35
453,1,2023-12-11,28
680,3,2023-11-19,49
259,3,2023-12-05,8
391,1,2023-11-16,46
692,1,2023-11-25,19
305,3,2023-10-25,29
570,3,2023-11-01,3
48,1,2023-10-29,21
762,1,2023-10-04,36
294,2,2023-10-08,4
23,3,2023-12-26,47
727,2,2023-12-25,30
345,3,2023-11-05,19
963,3,2023-11-14,44
106,3,2023-10-21,48
366,1,2023-12-10,45
895,2,2023-11-12,3
521,1,2023-10-01,37
750,2,2023-12-19,44
767,3,2023-11-14,5
51,1,2023-12-05,46
597,3,2023-10-16,32
500,2,2023-10-05,8
315,3,2023-12-19,10
440,1,2023-11-08,22
